Year,Cause Name,State,Deaths
2012,Suicide,New York,1708
2016,Alzheimer's disease,Massachusetts,1708
2009,Kidney disease,New Jersey,1709
2012,Unintentional injuries,Oregon,1709
2004,Alzheimer's disease,Georgia,1710
2002,Influenza and pneumonia,Tennessee,1710
2004,Alzheimer's disease,New Jersey,1711
2000,Unintentional injuries,Minnesota,1711
2015,Heart disease,South Dakota,1711
2012,Alzheimer's disease,Virginia,1712
2014,Unintentional injuries,Mississippi,1712
2012,Alzheimer's disease,Massachusetts,1713
2014,Stroke,Colorado,1714
2008,Kidney disease,New Jersey,1715
2006,Diabetes,Tennessee,1715
1999,Influenza and pneumonia,Missouri,1716
2003,Diabetes,Georgia,1717
2004,Diabetes,Louisiana,1717
2006,Stroke,Iowa,1718
2005,Diabetes,Indiana,1719
2003,Cancer,Delaware,1719
2010,Kidney disease,Michigan,1720
2001,Unintentional injuries,Colorado,1720
2011,Unintentional injuries,Oregon,1722
2008,Stroke,Arkansas,1722
2007,Kidney disease,North Carolina,1723
2015,Influenza and pneumonia,Tennessee,1723
2011,Unintentional injuries,Mississippi,1724
2000,Alzheimer's disease,North Carolina,1725
2001,CLRD,Oregon,1726
2014,Diabetes,Tennessee,1727
2009,Alzheimer's disease,Missouri,1728
2016,Alzheimer's disease,Kentucky,1728
2008,Kidney disease,North Carolina,1729
2012,CLRD,Mississippi,1729
2016,Heart disease,South Dakota,1729
1999,Unintentional injuries,Kentucky,1730
2000,CLRD,South Carolina,1730
2003,Diabetes,Indiana,1731
2003,CLRD,Louisiana,1731
2001,CLRD,South Carolina,1731
2013,Unintentional injuries,Maryland,1732
2008,Stroke,Iowa,1732
2008,Diabetes,Tennessee,1733
2001,Diabetes,Louisiana,1734
2015,Stroke,Mississippi,1734
2012,Diabetes,Arizona,1736
2003,Stroke,Mississippi,1736
2008,Influenza and pneumonia,North Carolina,1737
1999,Cancer,Delaware,1737
2009,Alzheimer's disease,Virginia,1738
2014,CLRD,Mississippi,1738
2011,Diabetes,Arizona,1740
2003,Diabetes,Louisiana,1740
2010,Stroke,Arkansas,1741
2014,Kidney disease,Georgia,1742
2005,Diabetes,Georgia,1742
2007,Influenza and pneumonia,Ohio,1743
2005,Alzheimer's disease,Georgia,1745
2001,Diabetes,Tennessee,1746
2011,Suicide,Pennsylvania,1747
2007,Kidney disease,Ohio,1747
1999,Kidney disease,Ohio,1748
2011,Diabetes,Tennessee,1748
2003,Unintentional injuries,Oklahoma,1748
2002,Diabetes,Tennessee,1749
2011,Influenza and pneumonia,Michigan,1750
2006,Influenza and pneumonia,Massachusetts,1750
1999,CLRD,Oklahoma,1751
2009,Influenza and pneumonia,North Carolina,1752
1999,CLRD,South Carolina,1752
2010,Kidney disease,Georgia,1753
2013,Unintentional injuries,Oregon,1755
2013,CLRD,Mississippi,1755
2000,Heart disease,District of Columbia,1756
2006,Heart disease,South Dakota,1757
2006,Kidney disease,Ohio,1758
2007,CLRD,Minnesota,1758
2003,Stroke,Kansas,1758
2009,Diabetes,Tennessee,1759
2001,Heart disease,District of Columbia,1761
2010,Alzheimer's disease,Wisconsin,1762
2008,Alzheimer's disease,Virginia,1763
2012,Stroke,Oregon,1763
2001,CLRD,Louisiana,1763
1999,CLRD,Oregon,1765
2001,Influenza and pneumonia,Massachusetts,1770
2006,CLRD,Minnesota,1770
1999,Unintentional injuries,Minnesota,1772
2010,Alzheimer's disease,Massachusetts,1773
2010,CLRD,Arkansas,1773
2002,Diabetes,Louisiana,1774
2014,Alzheimer's disease,Virginia,1775
2013,Stroke,Oregon,1775
2010,Heart disease,Delaware,1776
2005,Heart disease,South Dakota,1776
2008,Heart disease,Delaware,1777
2004,CLRD,Oregon,1778
2016,CLRD,Nevada,1778
2009,Heart disease,South Dakota,1778
2013,Kidney disease,North Carolina,1780
2001,Influenza and pneumonia,North Carolina,1780
2006,Cancer,Delaware,1780
2004,Heart disease,South Dakota,1783
2000,Kidney disease,California,1785
2013,Diabetes,Arizona,1786
2001,Alzheimer's disease,North Carolina,1786
2016,Alzheimer's disease,Oregon,1786
2001,Cancer,Delaware,1786
2000,CLRD,Colorado,1787
2013,Suicide,Pennsylvania,1788
2015,Alzheimer's disease,Minnesota,1789
2012,Heart disease,Delaware,1790
2016,Kidney disease,Michigan,1791
2014,Kidney disease,North Carolina,1791
2002,Influenza and pneumonia,Georgia,1791
2000,Influenza and pneumonia,Georgia,1792
2004,CLRD,South Carolina,1792
2010,Stroke,Oregon,1793
2009,Heart disease,Delaware,1796
2001,Unintentional injuries,Minnesota,1797
2015,Diabetes,Tennessee,1798
2000,Alzheimer's disease,Washington,1799
2015,Unintentional injuries,Connecticut,1799
2005,Cancer,Delaware,1799
2002,Alzheimer's disease,New York,1803
2001,Alzheimer's disease,Michigan,1803
2014,Unintentional injuries,Oregon,1803
2016,Unintentional injuries,Mississippi,1803
2003,Unintentional injuries,Colorado,1806
2011,Alzheimer's disease,Virginia,1807
2011,Alzheimer's disease,Wisconsin,1807
2011,Diabetes,Indiana,1808
2007,Unintentional injuries,Mississippi,1808
2011,Heart disease,Delaware,1809
2004,Unintentional injuries,Colorado,1810
2015,Diabetes,Washington,1811
2013,Alzheimer's disease,New Jersey,1812
2002,Unintentional injuries,Colorado,1812
2003,Stroke,Colorado,1813
2009,Cancer,Delaware,1813
2003,Influenza and pneumonia,Tennessee,1814
2015,Unintentional injuries,Mississippi,1814
2005,Alzheimer's disease,New Jersey,1815
2015,Alzheimer's disease,Massachusetts,1815
2014,Suicide,Pennsylvania,1817
2011,Alzheimer's disease,Massachusetts,1819
2014,Diabetes,Indiana,1819
2003,CLRD,Oregon,1819
2006,Alzheimer's disease,Georgia,1820
2015,Kidney disease,North Carolina,1821
2014,Stroke,Oregon,1821
2007,Alzheimer's disease,New Jersey,1823
2003,Influenza and pneumonia,New Jersey,1823
2012,CLRD,Iowa,1824
2001,Stroke,Colorado,1825
2013,Diabetes,Tennessee,1827
2004,Cancer,Delaware,1827
2009,Kidney disease,North Carolina,1828
2003,Stroke,Connecticut,1828
2006,CLRD,Oregon,1828
2000,Kidney disease,Ohio,1829
2005,Influenza and pneumonia,North Carolina,1830
2000,Stroke,Kansas,1830
2005,Alzheimer's disease,Arizona,1831
2009,CLRD,Arkansas,1831
2008,Alzheimer's disease,Massachusetts,1832
2006,CLRD,Maryland,1832
2003,CLRD,Minnesota,1832
2009,CLRD,Iowa,1832
2009,Heart disease,Montana,1832
2011,CLRD,Iowa,1833
1999,Heart disease,North Dakota,1833
1999,Stroke,Colorado,1834
2016,Alzheimer's disease,Colorado,1835
2007,Stroke,Oregon,1835
2001,CLRD,Colorado,1836
2005,CLRD,Oregon,1837
2000,Unintentional injuries,Kentucky,1838
2004,Heart disease,Montana,1838
2004,CLRD,Minnesota,1839
1999,Stroke,Kansas,1841
2005,Diabetes,Tennessee,1844
2002,CLRD,Oregon,1845
2002,Stroke,Kansas,1845
1999,Kidney disease,Florida,1846
2014,Stroke,Oklahoma,1847
2005,Stroke,Arkansas,1847
2003,Cancer,Montana,1847
2010,Alzheimer's disease,Virginia,1848
2008,CLRD,Iowa,1848
2002,CLRD,Colorado,1848
2001,Stroke,Kansas,1848
2007,Alzheimer's disease,Georgia,1849
2010,Heart disease,Montana,1849
2012,Diabetes,Tennessee,1852
2014,Kidney disease,Michigan,1853
2008,Influenza and pneumonia,Michigan,1853
2007,Cancer,Delaware,1853
1999,Stroke,Mississippi,1854
1999,Cancer,Montana,1854
2003,Diabetes,Tennessee,1855
2005,Heart disease,Montana,1855
2015,Stroke,Colorado,1856
2006,Unintentional injuries,Mississippi,1856
2008,Alzheimer's disease,New Jersey,1857
2016,Stroke,Oklahoma,1859
2012,Diabetes,Indiana,1860
2002,Stroke,Connecticut,1861
2013,Heart disease,Delaware,1861
2008,Cancer,Montana,1862
2012,Alzheimer's disease,Missouri,1863
2016,Kidney disease,Georgia,1864
2011,Stroke,Oklahoma,1864
2008,Kidney disease,Ohio,1865
2009,Alzheimer's disease,Georgia,1865
2003,Alzheimer's disease,New York,1866
2009,Kidney disease,Georgia,1866
2006,Heart disease,Delaware,1866
2004,Unintentional injuries,Minnesota,1867
2004,Cancer,Montana,1867
2000,Cancer,Montana,1867
2006,Heart disease,Montana,1869
2000,Kidney disease,Texas,1870
2007,Heart disease,Montana,1870
2009,Alzheimer's disease,New Jersey,1872
2015,Stroke,Oregon,1873
2007,Stroke,Arkansas,1873
2014,Influenza and pneumonia,North Carolina,1874
2014,Influenza and pneumonia,Michigan,1875
2009,Unintentional injuries,New Jersey,1875
2014,Alzheimer's disease,Wisconsin,1876
2010,Alzheimer's disease,New Jersey,1878
2009,CLRD,Louisiana,1878
2013,Stroke,Oklahoma,1880
2012,Alzheimer's disease,New Jersey,1881
2015,Kidney disease,Georgia,1881
2015,Stroke,Oklahoma,1881
2004,Diabetes,Tennessee,1882
2016,Diabetes,Tennessee,1883
2009,Alzheimer's disease,Indiana,1884
2006,Stroke,Arkansas,1884
2014,Alzheimer's disease,Alabama,1885
2008,CLRD,Arkansas,1887
2000,Kidney disease,Florida,1888
2002,CLRD,South Carolina,1889
1999,Influenza and pneumonia,North Carolina,1891
2010,Kidney disease,North Carolina,1892
2007,CLRD,Oregon,1892
2013,CLRD,Iowa,1892
2001,Influenza and pneumonia,New Jersey,1893
2012,Stroke,Oklahoma,1893
2015,Suicide,Pennsylvania,1894
2015,Influenza and pneumonia,Michigan,1894
1999,CLRD,Colorado,1894
2004,Kidney disease,Ohio,1896
2013,Influenza and pneumonia,Michigan,1896
2016,Influenza and pneumonia,North Carolina,1896
2008,CLRD,Louisiana,1896
2002,Influenza and pneumonia,North Carolina,1898
2012,Influenza and pneumonia,North Carolina,1899
2008,Stroke,Oregon,1899
2004,CLRD,Colorado,1899
2007,CLRD,Maryland,1901
1999,Unintentional injuries,South Carolina,1901
2005,Kidney disease,Ohio,1902
2000,CLRD,Minnesota,1902
2005,Stroke,Iowa,1902
2015,Unintentional injuries,Maryland,1903
2012,Heart disease,Montana,1903
1999,Influenza and pneumonia,Massachusetts,1904
2011,CLRD,Louisiana,1904
2013,Cancer,Delaware,1905
2005,CLRD,Louisiana,1906
2011,Cancer,Delaware,1906
2005,Unintentional injuries,Massachusetts,1907
2001,CLRD,Maryland,1907
2000,Stroke,Colorado,1907
1999,Alzheimer's disease,Illinois,1908
2005,CLRD,Maryland,1908
2009,Kidney disease,Ohio,1909
2014,CLRD,Maryland,1909
2001,CLRD,Minnesota,1909
2010,Cancer,Delaware,1909
2004,CLRD,Maryland,1910
2012,CLRD,Arkansas,1910
2002,Cancer,Montana,1911
2001,Kidney disease,Ohio,1912
2003,Unintentional injuries,Minnesota,1912
2009,Stroke,Oregon,1912
2008,Cancer,Delaware,1912
2011,Stroke,Oregon,1913
2003,CLRD,South Carolina,1913
1999,Unintentional injuries,Washington,1914
2005,CLRD,Colorado,1914
2009,Cancer,Montana,1914
2007,Heart disease,Delaware,1914
2012,CLRD,Oregon,1915
2014,CLRD,Iowa,1915
2002,Stroke,Colorado,1915
1999,Cancer,Hawaii,1916
2006,Unintentional injuries,Colorado,1917
2002,Heart disease,Delaware,1918
2006,Unintentional injuries,Minnesota,1919
2015,Kidney disease,Michigan,1921
2011,Heart disease,Montana,1921
2014,Heart disease,Delaware,1921
2007,Cancer,Montana,1921
2005,Unintentional injuries,Minnesota,1922
2001,CLRD,Oklahoma,1922
2010,Cancer,Montana,1923
2015,CLRD,Mississippi,1924
2002,Stroke,Mississippi,1926
2011,Alzheimer's disease,Missouri,1927
2016,Stroke,Colorado,1927
2000,CLRD,Maryland,1927
2002,Unintentional injuries,Minnesota,1928
2008,Alzheimer's disease,Georgia,1929
2013,Influenza and pneumonia,North Carolina,1931
2003,CLRD,Colorado,1931
2006,CLRD,Colorado,1932
2015,Diabetes,New Jersey,1933
1999,Stroke,Connecticut,1933
2005,Influenza and pneumonia,Massachusetts,1935
2006,CLRD,South Carolina,1935
2001,Stroke,Mississippi,1935
2012,Cancer,Delaware,1935
2014,Diabetes,Arizona,1936
2005,Unintentional injuries,Mississippi,1936
2002,Heart disease,South Dakota,1937
2014,Alzheimer's disease,South Carolina,1938
2010,CLRD,Louisiana,1939
2010,Alzheimer's disease,Indiana,1940
1999,Unintentional injuries,Louisiana,1940
2015,Heart disease,Delaware,1940
2003,Influenza and pneumonia,Michigan,1941
2003,Unintentional injuries,South Carolina,1941
2011,Kidney disease,Ohio,1943
2013,Diabetes,Indiana,1943
2016,Stroke,Oregon,1943
1999,CLRD,Maryland,1943
2009,CLRD,Oregon,1943
2000,Cancer,Hawaii,1943
2006,Cancer,Montana,1943
2003,Heart disease,South Dakota,1943
2002,CLRD,Maryland,1944
2002,Heart disease,Montana,1944
2000,Influenza and pneumonia,North Carolina,1945
2002,Cancer,Hawaii,1945
2006,Influenza and pneumonia,Ohio,1947
2005,Unintentional injuries,Colorado,1947
2004,Unintentional injuries,Oklahoma,1947
2004,Stroke,Arkansas,1948
2016,Diabetes,New Jersey,1949
2005,Influenza and pneumonia,Michigan,1950
2008,CLRD,Oregon,1951
2012,Cancer,Montana,1954
1999,Unintentional injuries,Wisconsin,1955
2014,CLRD,Oregon,1955
2005,Cancer,Montana,1956
2001,Cancer,Montana,1956
2004,Influenza and pneumonia,Michigan,1957
2014,Heart disease,Montana,1957
2002,Alzheimer's disease,Michigan,1958
2009,Diabetes,New Jersey,1959
2004,Influenza and pneumonia,Massachusetts,1959
2011,Alzheimer's disease,New Jersey,1960
2001,Unintentional injuries,South Carolina,1960
2004,Stroke,Iowa,1960
2009,CLRD,Minnesota,1961
2009,Stroke,Oklahoma,1961
2014,Alzheimer's disease,New Jersey,1962
2002,Alzheimer's disease,North Carolina,1962
1999,Kidney disease,Illinois,1965
2005,CLRD,Minnesota,1965
2016,Suicide,Pennsylvania,1970
2001,Heart disease,Montana,1970
2008,Alzheimer's disease,Indiana,1971
2002,CLRD,Minnesota,1971
2010,CLRD,Oregon,1971
2002,Unintentional injuries,South Carolina,1972
2014,Cancer,Delaware,1972
2002,Influenza and pneumonia,New Jersey,1973
2000,Unintentional injuries,South Carolina,1974
2016,Heart disease,Delaware,1974
2010,Influenza and pneumonia,Ohio,1975
2008,Heart disease,Montana,1975
2010,Stroke,Louisiana,1977
2005,CLRD,South Carolina,1977
2006,Stroke,Oregon,1978
2016,Unintentional injuries,Connecticut,1978
2010,Stroke,Oklahoma,1980
2000,CLRD,Oklahoma,1980
2012,CLRD,Maryland,1981
2008,CLRD,Maryland,1982
2000,Heart disease,Delaware,1983
2003,Heart disease,Montana,1984
2013,Kidney disease,Ohio,1985
2004,CLRD,Oklahoma,1985
2011,CLRD,Arkansas,1985
2001,Heart disease,South Dakota,1985
2010,Alzheimer's disease,Missouri,1986
2003,CLRD,Maryland,1986
2012,Diabetes,New Jersey,1988
2002,CLRD,Oklahoma,1988
2004,Alzheimer's disease,New York,1989
2003,Influenza and pneumonia,North Carolina,1990
2013,Stroke,Kentucky,1990
2001,Unintentional injuries,Kentucky,1990
2016,Diabetes,Indiana,1992
2010,Stroke,Kentucky,1992
2001,Kidney disease,California,1994
1999,CLRD,Minnesota,1994
2000,Heart disease,Montana,1995
2010,Diabetes,Georgia,1996
2013,Cancer,Montana,1997
2007,Alzheimer's disease,New York,1999
2010,Unintentional injuries,Louisiana,1999
2015,Unintentional injuries,Oregon,1999
2000,Stroke,Mississippi,1999
2014,Kidney disease,Ohio,2002
2016,Kidney disease,North Carolina,2002
2007,CLRD,Colorado,2002
2001,Stroke,Connecticut,2003
2013,Heart disease,Montana,2004
1999,Suicide,Texas,2005
2005,Unintentional injuries,Oklahoma,2005
2000,Unintentional injuries,Louisiana,2006
2016,CLRD,Iowa,2006
2008,Alzheimer's disease,Missouri,2010
2008,Unintentional injuries,Minnesota,2010
2015,Cancer,Delaware,2010
2015,CLRD,Iowa,2011
2000,Stroke,Connecticut,2011
1999,Heart disease,Delaware,2011
2004,Heart disease,Delaware,2015
2010,CLRD,Minnesota,2016
2015,Alzheimer's disease,Louisiana,2018
2003,Influenza and pneumonia,Massachusetts,2019
2006,Alzheimer's disease,New York,2021
2011,Cancer,Montana,2022
2011,CLRD,Oregon,2023
2001,Cancer,Hawaii,2024
1999,Heart disease,South Dakota,2024
2016,Diabetes,Arizona,2025
2013,Alzheimer's disease,Missouri,2026
2002,Kidney disease,Ohio,2027
2003,Heart disease,Delaware,2027
1999,Suicide,Florida,2029
2002,Influenza and pneumonia,Michigan,2029
2013,CLRD,Oregon,2029
2001,Unintentional injuries,Louisiana,2029
2015,Diabetes,Indiana,2030
2016,Cancer,Montana,2031
2005,Heart disease,Delaware,2031
2009,Stroke,Minnesota,2033
2005,Alzheimer's disease,Tennessee,2033
2001,Heart disease,Delaware,2033
2007,CLRD,South Carolina,2036
2009,Unintentional injuries,Minnesota,2037
2012,Alzheimer's disease,Indiana,2038
2010,CLRD,Maryland,2039
2012,Stroke,Louisiana,2039
2006,Unintentional injuries,Oklahoma,2039
2009,Influenza and pneumonia,Ohio,2040
2008,Unintentional injuries,Massachusetts,2040
2015,CLRD,Maryland,2040
2010,Diabetes,North Carolina,2042
2013,Diabetes,New Jersey,2043
2015,Diabetes,Virginia,2044
2000,Influenza and pneumonia,New Jersey,2044
2013,Alzheimer's disease,Georgia,2048
2000,Unintentional injuries,Washington,2049
1999,Heart disease,Montana,2049
1999,Diabetes,North Carolina,2050
2011,CLRD,Maryland,2050
2001,Alzheimer's disease,Washington,2050
2015,Stroke,Kentucky,2050
2014,Stroke,Kentucky,2050
2013,CLRD,Maryland,2051
2007,Alzheimer's disease,Arizona,2051
2000,Influenza and pneumonia,Michigan,2052
2000,Suicide,Texas,2053
2014,Alzheimer's disease,Missouri,2053
2012,Kidney disease,Ohio,2056
2007,Unintentional injuries,Colorado,2056
2016,Stroke,Kentucky,2057
2000,CLRD,Alabama,2057
2011,Alzheimer's disease,Indiana,2058
2010,Unintentional injuries,Massachusetts,2060
2009,Stroke,Louisiana,2061
2014,Diabetes,New Jersey,2062
2016,Diabetes,Virginia,2062
2009,CLRD,Maryland,2064
2011,Stroke,Kentucky,2064
2009,Stroke,Kentucky,2064
2005,Alzheimer's disease,New York,2065
2010,Kidney disease,Ohio,2066
2006,Alzheimer's disease,Arizona,2066
2007,Unintentional injuries,Minnesota,2066
2014,Cancer,Montana,2066
2011,Stroke,Louisiana,2071
2016,CLRD,Maryland,2072
2009,Stroke,Arizona,2072
2001,Unintentional injuries,Washington,2072
2013,Stroke,Minnesota,2073
2012,Stroke,Kentucky,2073
2009,CLRD,Colorado,2073
2012,Alzheimer's disease,Georgia,2074
2012,CLRD,Louisiana,2074
1999,Influenza and pneumonia,New Jersey,2075
2001,Influenza and pneumonia,Michigan,2076
2009,Unintentional injuries,Massachusetts,2076
2000,Influenza and pneumonia,Massachusetts,2078
2008,Stroke,Oklahoma,2079
2010,Alzheimer's disease,Georgia,2080
2016,CLRD,Oregon,2080
2015,Diabetes,Arizona,2081
2012,Stroke,Minnesota,2081
2003,Stroke,Iowa,2081
2000,Diabetes,North Carolina,2084
2008,Stroke,Louisiana,2084
2008,Influenza and pneumonia,Ohio,2085
2006,Stroke,Oklahoma,2085
2000,Suicide,Florida,2086
2015,Alzheimer's disease,Wisconsin,2087
2002,Influenza and pneumonia,Massachusetts,2087
2012,Diabetes,Georgia,2088
2004,Cancer,Hawaii,2088
2002,Unintentional injuries,Kentucky,2090
2013,CLRD,Arkansas,2090
2011,Unintentional injuries,Louisiana,2091
2014,CLRD,Arkansas,2092
2003,Kidney disease,Ohio,2093
2000,Unintentional injuries,Alabama,2093
2001,Cancer,Idaho,2093
2004,Unintentional injuries,South Carolina,2094
2008,CLRD,Minnesota,2096
2009,Alzheimer's disease,Arizona,2097
2010,Diabetes,New Jersey,2098
2013,Stroke,Louisiana,2098
2008,Stroke,Kentucky,2098
1999,Alzheimer's disease,Ohio,2099
2008,Alzheimer's disease,Arizona,2099
2015,Kidney disease,Ohio,2100
2001,Unintentional injuries,Wisconsin,2100
2010,Unintentional injuries,Minnesota,2103
2013,Alzheimer's disease,Indiana,2104
2015,Heart disease,Montana,2104
2016,Unintentional injuries,Oregon,2105
2000,Heart disease,South Dakota,2105
2010,Unintentional injuries,Colorado,2106
2003,Stroke,Arkansas,2107
2009,Diabetes,North Carolina,2114
2015,Influenza and pneumonia,North Carolina,2115
2006,Alzheimer's disease,Tennessee,2115
2002,Unintentional injuries,Louisiana,2115
2016,CLRD,Mississippi,2116
2015,CLRD,Oregon,2119
2008,Unintentional injuries,Oklahoma,2119
